Carrera,Carrito,Equipo,Fecha_y_ hora_Prestamo,Fecha_y_ hora_Devolucion,Modulo,Tipo_Dispositivo,Duracion_Horas_Minutos,Duracion_Minutos
MATEMATICAS APLICADAS Y COMPUTACION,C03,L18,2024-10-17 10:36:00,2024-10-17 13:06:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ECONOMIA,C03,L17,2024-10-17 10:32:00,2024-10-17 13:02:00,Módulo 1 Explanada M@C,Laptop,2:30,150
INGENIERIA CIVIL,C04,L05,2024-10-17 10:30:00,2024-10-17 13:00:00,Módulo 1 Explanada M@C,Laptop,2:30,150
DISEÃ‘O GRAFICO,C04,L04,2024-10-17 10:35:00,2024-10-17 13:05:00,Módulo 1 Explanada M@C,Laptop,2:30,150
DISEÃ‘O GRAFICO,C04,L03,2024-10-17 10:29:00,2024-10-17 12:59:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C01,C21,2024-10-17 10:29:00,2024-10-17 12:59:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
CIENCIAS POLITICAS Y ADMINISTRACION PUBLICA,C05,C17,2024-10-17 10:28:00,2024-10-17 12:58:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
DISEÃ‘O GRAFICO,C04,L02,2024-10-17 10:21:00,2024-10-17 12:51:00,Módulo 1 Explanada M@C,Laptop,2:30,150
DISEÃ‘O GRAFICO,C04,L01,2024-10-17 10:21:00,2024-10-17 12:51:00,Módulo 1 Explanada M@C,Laptop,2:30,150
DISEÃ‘O GRAFICO,C01,C20,2024-10-17 10:19:00,2024-10-17 12:49:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ECONOMIA,C05,C16,2024-10-17 10:17:00,2024-10-17 12:47:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C03,L16,2024-10-17 10:16:00,2024-10-17 12:46:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C03,L15,2024-10-17 10:15:00,2024-10-17 12:45:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C03,L14,2024-10-17 10:14:00,2024-10-17 12:44:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C03,L13,2024-10-17 10:11:00,2024-10-17 12:41:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C03,L12,2024-10-17 10:10:00,2024-10-17 12:40:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C01,C19,2024-10-17 10:09:00,2024-10-17 12:39:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ARQUITECTURA,C01,C18,2024-10-17 10:10:00,2024-10-17 12:40:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
INGENIERIA CIVIL,C05,C15,2024-10-17 10:04:00,2024-10-17 12:34:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
RELACIONES INTERNACIONALES,C05,C14,2024-10-17 10:03:00,2024-10-17 12:33:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C03,L11,2024-10-17 09:57:00,2024-10-17 12:27:00,Módulo 1 Explanada M@C,Laptop,2:30,150
RELACIONES INTERNACIONALES,C05,C13,2024-10-17 09:55:00,2024-10-17 12:25:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C01,C17,2024-10-17 09:55:00,2024-10-17 12:25:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ACTUARIA,C03,L10,2024-10-17 09:54:00,2024-10-17 12:24:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C03,L09,2024-10-17 09:53:00,2024-10-17 12:23:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C03,L08,2024-10-17 09:53:00,2024-10-17 12:23:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ECONOMIA,C03,L07,2024-10-17 09:51:00,2024-10-17 12:21:00,Módulo 1 Explanada M@C,Laptop,2:30,150
RELACIONES INTERNACIONALES,C05,C12,2024-10-17 09:46:00,2024-10-17 12:16:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C03,L06,2024-10-17 09:40:00,2024-10-17 12:10:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C05,C11,2024-10-17 09:36:00,2024-10-17 12:06:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ARQUITECTURA,C05,C10,2024-10-17 09:28:00,2024-10-17 11:58:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
COMUNICACION,C01,C16,2024-10-17 09:25:00,2024-10-17 11:55:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ARQUITECTURA,C04,L14,2024-10-17 09:21:00,2024-10-17 11:51:00,Módulo 1 Explanada M@C,Laptop,2:30,150
DISEÃ‘O GRAFICO,C01,C15,2024-10-17 09:17:00,2024-10-17 11:47:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ACTUARIA,C03,L05,2024-10-17 09:17:00,2024-10-17 11:47:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L13,2024-10-17 09:16:00,2024-10-17 11:46:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L30,2024-10-17 09:16:00,2024-10-17 11:46:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ECONOMIA,C03,L04,2024-10-17 09:23:00,2024-10-17 11:53:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L29,2024-10-17 09:19:00,2024-10-17 11:49:00,Módulo 1 Explanada M@C,Laptop,2:30,150
COMUNICACION,C05,C09,2024-10-17 09:12:00,2024-10-17 11:42:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ARQUITECTURA,C04,L28,2024-10-17 09:12:00,2024-10-17 11:42:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L27,2024-10-17 09:09:00,2024-10-17 11:39:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L26,2024-10-17 09:07:00,2024-10-17 11:37:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L24,2024-10-17 09:06:00,2024-10-17 11:36:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L23,2024-10-17 09:06:00,2024-10-17 11:36:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L22,2024-10-17 09:14:00,2024-10-17 11:44:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L21,2024-10-17 09:02:00,2024-10-17 11:32:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L20,2024-10-17 09:01:00,2024-10-17 11:31:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L19,2024-10-17 09:00:00,2024-10-17 11:30:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C03,L03,2024-10-17 08:57:00,2024-10-17 11:27:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L18,2024-10-17 08:52:00,2024-10-17 11:22:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C03,L02,2024-10-17 08:51:00,2024-10-17 11:21:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C01,C14,2024-10-17 08:49:00,2024-10-17 11:19:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C01,C13,2024-10-17 08:49:00,2024-10-17 11:19:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
CIENCIAS POLITICAS Y ADMINISTRACION PUBLICA,C05,C08,2024-10-17 08:39:00,2024-10-17 11:09:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C03,L01,2024-10-17 08:38:00,2024-10-17 11:08:00,Módulo 1 Explanada M@C,Laptop,2:30,150
CIENCIAS POLITICAS Y ADMINISTRACION PUBLICA,C05,C07,2024-10-17 08:36:00,2024-10-17 11:06:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
DISEÃ‘O GRAFICO,C04,L17,2024-10-17 08:35:00,2024-10-17 11:05:00,Módulo 1 Explanada M@C,Laptop,2:30,150
INGENIERIA CIVIL,C04,L16,2024-10-17 08:36:00,2024-10-17 11:06:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C01,C12,2024-10-17 08:31:00,2024-10-17 11:01:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
INGENIERIA CIVIL,C04,L15,2024-10-17 08:30:00,2024-10-17 11:00:00,Módulo 1 Explanada M@C,Laptop,2:30,150
COMUNICACION,C01,C11,2024-10-17 08:29:00,2024-10-17 10:59:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
INGENIERIA CIVIL,C04,L14,2024-10-17 08:28:00,2024-10-17 10:58:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C02,L20,2024-10-17 08:25:00,2024-10-17 10:55:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C05,C06,2024-10-17 08:25:00,2024-10-17 10:55:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C02,L19,2024-10-17 08:25:00,2024-10-17 10:55:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C05,C05,2024-10-17 08:24:00,2024-10-17 10:54:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C01,C10,2024-10-17 08:21:00,2024-10-17 10:51:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C02,L18,2024-10-17 08:21:00,2024-10-17 10:51:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C02,L17,2024-10-17 08:17:00,2024-10-17 10:47:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C02,L16,2024-10-17 08:16:00,2024-10-17 10:46:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C02,L15,2024-10-17 08:16:00,2024-10-17 10:46:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C02,L14,2024-10-17 08:15:00,2024-10-17 10:45:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C02,L13,2024-10-17 08:15:00,2024-10-17 10:45:00,Módulo 1 Explanada M@C,Laptop,2:30,150
DISEÃ‘O GRAFICO,C04,L13,2024-10-17 08:14:00,2024-10-17 10:44:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C02,L12,2024-10-17 08:14:00,2024-10-17 10:44:00,Módulo 1 Explanada M@C,Laptop,2:30,150
CIENCIAS POLITICAS Y ADMINISTRACION PUBLICA,C05,C04,2024-10-17 08:13:00,2024-10-17 10:43:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
INGENIERIA CIVIL,C04,L11,2024-10-17 08:13:00,2024-10-17 10:43:00,Módulo 1 Explanada M@C,Laptop,2:30,150
CIENCIAS POLITICAS Y ADMINISTRACION PUBLICA,C05,C03,2024-10-17 08:17:00,2024-10-17 10:47:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C02,L11,2024-10-17 08:12:00,2024-10-17 10:42:00,Módulo 1 Explanada M@C,Laptop,2:30,150
COMUNICACION,C04,L10,2024-10-17 08:13:00,2024-10-17 10:43:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C01,C09,2024-10-17 08:08:00,2024-10-17 10:38:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
PEDAGOGIA,C01,C08,2024-10-17 08:09:00,2024-10-17 10:39:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ECONOMIA,C05,C02,2024-10-17 08:09:00,2024-10-17 10:39:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ACTUARIA,C02,L10,2024-10-17 08:08:00,2024-10-17 10:38:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L09,2024-10-17 08:09:00,2024-10-17 10:39:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C02,L09,2024-10-17 08:07:00,2024-10-17 10:37:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C02,L08,2024-10-17 08:10:00,2024-10-17 10:40:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C02,L07,2024-10-17 08:08:00,2024-10-17 10:38:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C02,L06,2024-10-17 08:07:00,2024-10-17 10:37:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C02,L05,2024-10-17 08:08:00,2024-10-17 10:38:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C01,C07,2024-10-17 08:07:00,2024-10-17 10:37:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
RELACIONES INTERNACIONALES,C01,C06,2024-10-17 08:04:00,2024-10-17 10:34:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C02,L04,2024-10-17 08:04:00,2024-10-17 10:34:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ECONOMIA,C02,L03,2024-10-17 08:04:00,2024-10-17 10:34:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C02,L02,2024-10-17 08:03:00,2024-10-17 10:33:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C01,C05,2024-10-17 08:03:00,2024-10-17 10:33:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C02,L01,2024-10-17 08:04:00,2024-10-17 10:34:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C01,C04,2024-10-17 08:02:00,2024-10-17 10:32:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ECONOMIA,C05,C01,2024-10-17 08:01:00,2024-10-17 10:31:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C01,L20,2024-10-17 08:01:00,2024-10-17 10:31:00,Módulo 1 Explanada M@C,Laptop,2:30,150
PEDAGOGIA,C01,C03,2024-10-17 08:01:00,2024-10-17 10:31:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C01,L19,2024-10-17 08:00:00,2024-10-17 10:30:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ECONOMIA,C01,L18,2024-10-17 08:00:00,2024-10-17 10:30:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ECONOMIA,C01,L17,2024-10-17 08:00:00,2024-10-17 10:30:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L08,2024-10-17 08:00:00,2024-10-17 10:30:00,Módulo 1 Explanada M@C,Laptop,2:30,150
INGENIERIA CIVIL,C04,L07,2024-10-17 07:59:00,2024-10-17 10:29:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ECONOMIA,C01,L16,2024-10-17 07:59:00,2024-10-17 10:29:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C01,L14,2024-10-17 07:59:00,2024-10-17 10:29:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C01,L13,2024-10-17 07:58:00,2024-10-17 10:28:00,Módulo 1 Explanada M@C,Laptop,2:30,150
INGENIERIA CIVIL,C04,L05,2024-10-17 07:57:00,2024-10-17 10:27:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L04,2024-10-17 07:57:00,2024-10-17 10:27:00,Módulo 1 Explanada M@C,Laptop,2:30,150
HISTORIA,C01,C02,2024-10-17 07:56:00,2024-10-17 10:26:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ARQUITECTURA,C04,L03,2024-10-17 07:55:00,2024-10-17 10:25:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C01,L12,2024-10-17 07:55:00,2024-10-17 10:25:00,Módulo 1 Explanada M@C,Laptop,2:30,150
PEDAGOGIA,C01,C01,2024-10-17 07:53:00,2024-10-17 10:23:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ECONOMIA,C01,L11,2024-10-17 07:54:00,2024-10-17 10:24:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ECONOMIA,C01,L10,2024-10-17 07:54:00,2024-10-17 10:24:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ECONOMIA,C01,L09,2024-10-17 07:54:00,2024-10-17 10:24:00,Módulo 1 Explanada M@C,Laptop,2:30,150
COMUNICACION,C04,L02,2024-10-17 07:51:00,2024-10-17 10:21:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C01,L08,2024-10-17 07:54:00,2024-10-17 10:24:00,Módulo 1 Explanada M@C,Laptop,2:30,150
INGENIERIA CIVIL,C04,L01,2024-10-17 07:51:00,2024-10-17 10:21:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ECONOMIA,C01,L07,2024-10-17 07:50:00,2024-10-17 10:20:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ECONOMIA,C01,L06,2024-10-17 07:50:00,2024-10-17 10:20:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ECONOMIA,C01,L05,2024-10-17 07:51:00,2024-10-17 10:21:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C01,L04,2024-10-17 07:50:00,2024-10-17 10:20:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ECONOMIA,C01,L02,2024-10-17 07:50:00,2024-10-17 10:20:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ECONOMIA,C01,L01,2024-10-17 07:50:00,2024-10-17 10:20:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L09,2024-10-16 17:32:00,2024-10-16 18:45:00,Módulo 1 Explanada M@C,Laptop,1:13,73
INGENIERIA CIVIL,C04,L08,2024-10-16 17:31:00,2024-10-16 18:45:00,Módulo 1 Explanada M@C,Laptop,1:14,74
SOCIOLOGIA,C05,C03,2024-10-16 17:30:00,2024-10-16 18:45:00,Módulo 1 Explanada M@C,Chromebook,1:15,75
ARQUITECTURA,C04,L07,2024-10-16 17:26:00,2024-10-16 18:45:00,Módulo 1 Explanada M@C,Laptop,1:19,79
ARQUITECTURA,C04,L05,2024-10-16 17:22:00,2024-10-16 18:45:00,Módulo 1 Explanada M@C,Laptop,1:23,83
ACTUARIA,C02,L06,2024-10-16 17:20:00,2024-10-16 18:45:00,Módulo 1 Explanada M@C,Laptop,1:25,85
ECONOMIA,C02,C25,2024-10-16 17:18:00,2024-10-16 18:45:00,Módulo 1 Explanada M@C,Chromebook,1:27,87
ACTUARIA,C01,L20,2024-10-16 17:17:00,2024-10-16 18:45:00,Módulo 1 Explanada M@C,Laptop,1:28,88
DISEÃ‘O GRAFICO,C04,L04,2024-10-16 17:15:00,2024-10-16 18:45:00,Módulo 1 Explanada M@C,Laptop,1:30,90
ARQUITECTURA,C04,L03,2024-10-16 17:15:00,2024-10-16 18:45:00,Módulo 1 Explanada M@C,Laptop,1:30,90
MATEMATICAS APLICADAS Y COMPUTACION,C01,L19,2024-10-16 17:09:00,2024-10-16 18:45:00,Módulo 1 Explanada M@C,Laptop,1:36,96
MATEMATICAS APLICADAS Y COMPUTACION,C01,L17,2024-10-16 17:09:00,2024-10-16 18:45:00,Módulo 1 Explanada M@C,Laptop,1:36,96
MATEMATICAS APLICADAS Y COMPUTACION,C05,C02,2024-10-16 17:06:00,2024-10-16 18:45:00,Módulo 1 Explanada M@C,Chromebook,1:39,99
ACTUARIA,C02,C24,2024-10-16 17:01:00,2024-10-16 18:45:00,Módulo 1 Explanada M@C,Chromebook,1:44,104
MATEMATICAS APLICADAS Y COMPUTACION,C01,L13,2024-10-16 17:01:00,2024-10-16 18:45:00,Módulo 1 Explanada M@C,Laptop,1:44,104
MATEMATICAS APLICADAS Y COMPUTACION,C01,L12,2024-10-16 17:01:00,2024-10-16 18:45:00,Módulo 1 Explanada M@C,Laptop,1:44,104
PROFESOR,C01,L11,2024-10-16 17:00:00,2024-10-16 18:45:00,Módulo 1 Explanada M@C,Laptop,1:45,105
MATEMATICAS APLICADAS Y COMPUTACION,C01,L10,2024-10-16 16:59:00,2024-10-16 18:45:00,Módulo 1 Explanada M@C,Laptop,1:46,106
INGENIERIA CIVIL,C04,L02,2024-10-16 16:57:00,2024-10-16 18:45:00,Módulo 1 Explanada M@C,Laptop,1:48,108
MATEMATICAS APLICADAS Y COMPUTACION,C02,C23,2024-10-16 16:45:00,2024-10-16 18:45:00,Módulo 1 Explanada M@C,Chromebook,2:00,120
MATEMATICAS APLICADAS Y COMPUTACION,C01,L09,2024-10-16 16:45:00,2024-10-16 18:45:00,Módulo 1 Explanada M@C,Laptop,2:00,120
ACTUARIA,C05,C01,2024-10-16 16:30:00,2024-10-16 18:45:00,Módulo 1 Explanada M@C,Chromebook,2:15,135
MATEMATICAS APLICADAS Y COMPUTACION,C02,C22,2024-10-16 16:29:00,2024-10-16 18:45:00,Módulo 1 Explanada M@C,Chromebook,2:16,136
ACTUARIA,C01,L08,2024-10-16 16:27:00,2024-10-16 18:45:00,Módulo 1 Explanada M@C,Laptop,2:18,138
RELACIONES INTERNACIONALES,C02,C21,2024-10-16 16:18:00,2024-10-16 18:45:00,Módulo 1 Explanada M@C,Chromebook,2:27,147
RELACIONES INTERNACIONALES,C05,C30,2024-10-16 16:15:00,2024-10-16 18:45:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C01,L07,2024-10-16 16:12:00,2024-10-16 18:42:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ECONOMIA,C02,C20,2024-10-16 16:12:00,2024-10-16 18:42:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
RELACIONES INTERNACIONALES,C05,C29,2024-10-16 16:09:00,2024-10-16 18:39:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ECONOMIA,C01,L06,2024-10-16 16:05:00,2024-10-16 18:35:00,Módulo 1 Explanada M@C,Laptop,2:30,150
RELACIONES INTERNACIONALES,C02,C19,2024-10-16 15:57:00,2024-10-16 18:27:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C01,L05,2024-10-16 15:50:00,2024-10-16 18:20:00,Módulo 1 Explanada M@C,Laptop,2:30,150
RELACIONES INTERNACIONALES,C02,C18,2024-10-16 15:45:00,2024-10-16 18:15:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ACTUARIA,C01,L04,2024-10-16 15:29:00,2024-10-16 17:59:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ACTUARIA,C01,L02,2024-10-16 15:29:00,2024-10-16 17:59:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C01,L01,2024-10-16 15:25:00,2024-10-16 17:55:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ECONOMIA,C02,L20,2024-10-16 15:25:00,2024-10-16 17:55:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C02,C17,2024-10-16 15:23:00,2024-10-16 17:53:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ENSEÃ‘ANZA DE INGLES,C02,C16,2024-10-16 15:21:00,2024-10-16 17:51:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C02,L19,2024-10-16 15:20:00,2024-10-16 17:50:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ECONOMIA,C02,C15,2024-10-16 15:18:00,2024-10-16 17:48:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
DISEÃ‘O GRAFICO,C05,C28,2024-10-16 15:19:00,2024-10-16 17:49:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ACTUARIA,C02,L18,2024-10-16 15:17:00,2024-10-16 17:47:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C02,L17,2024-10-16 15:17:00,2024-10-16 17:47:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ECONOMIA,C02,L16,2024-10-16 15:09:00,2024-10-16 17:39:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C02,L15,2024-10-16 15:03:00,2024-10-16 17:33:00,Módulo 1 Explanada M@C,Laptop,2:30,150
DISEÃ‘O GRAFICO,C04,L10,2024-10-16 14:58:00,2024-10-16 17:28:00,Módulo 1 Explanada M@C,Laptop,2:30,150
INGENIERIA CIVIL,C04,L04,2024-10-16 14:55:00,2024-10-16 17:25:00,Módulo 1 Explanada M@C,Laptop,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C05,C27,2024-10-16 14:53:00,2024-10-16 17:23:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
MATEMATICAS APLICADAS Y COMPUTACION,C02,L05,2024-10-16 14:52:00,2024-10-16 17:22:00,Módulo 1 Explanada M@C,Laptop,2:30,150
INGENIERIA CIVIL,C04,L01,2024-10-16 14:52:00,2024-10-16 17:22:00,Módulo 1 Explanada M@C,Laptop,2:30,150
INGENIERIA CIVIL,C04,L15,2024-10-16 14:49:00,2024-10-16 17:19:00,Módulo 1 Explanada M@C,Laptop,2:30,150
INGENIERIA CIVIL,C04,L11,2024-10-16 14:47:00,2024-10-16 17:17:00,Módulo 1 Explanada M@C,Laptop,2:30,150
RELACIONES INTERNACIONALES,C05,C26,2024-10-16 14:45:00,2024-10-16 17:15:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
INGENIERIA CIVIL,C04,L09,2024-10-16 14:44:00,2024-10-16 17:14:00,Módulo 1 Explanada M@C,Laptop,2:30,150
INGENIERIA CIVIL,C04,L08,2024-10-16 14:43:00,2024-10-16 17:13:00,Módulo 1 Explanada M@C,Laptop,2:30,150
PROFESOR,C02,L04,2024-10-16 14:42:00,2024-10-16 17:12:00,Módulo 1 Explanada M@C,Laptop,2:30,150
ARQUITECTURA,C04,L03,2024-10-16 14:35:00,2024-10-16 17:05:00,Módulo 1 Explanada M@C,Laptop,2:30,150
CIENCIAS POLITICAS Y ADMINISTRACION PUBLICA,C02,C14,2024-10-16 14:36:00,2024-10-16 17:06:00,Módulo 1 Explanada M@C,Chromebook,2:30,150
ACTUARIA,C02,L03,2024-10-16 14:32:00,2024-10-16 17:02:00,Módulo 1 Explanada M@C,Laptop,2:30,150
